emp_no,first_name,last_name,birth_date,title,dept_name
33009,Tsutomu,Chinin,1952-11-28,Senior Staff,Sales
33018,Christophe,Baer,1952-11-10,Senior Engineer,Development
33028,Salvador,Tzvieli,1952-04-14,Senior Engineer,Production
33076,Geoff,Ranon,1953-05-19,Senior Engineer,Development
33079,Tomoyuki,Lampe,1952-10-13,Staff,Research
33097,Kish,Fiebach,1952-06-17,Senior Engineer,Quality Management
33115,Padma,Peyn,1952-09-26,Senior Engineer,Development
33125,Jaewon,Dulay,1953-11-16,Senior Staff,Sales
33126,Charmane,Marwedel,1954-04-25,Senior Engineer,Development
33137,Shietung,Ranon,1954-11-03,Senior Staff,Marketing
33139,Duangkaew,Leppanen,1954-02-04,Staff,Finance
33151,Koldo,Vecchio,1953-11-11,Engineer,Production
33170,Huiqun,Kroon,1952-05-11,Senior Staff,Research
33183,Haldun,Veldwijk,1952-09-10,Senior Engineer,Production
33184,Kazuhiro,Kaelbling,1954-03-31,Staff,Sales
33186,Domenick,Hanratty,1953-01-12,Senior Engineer,Quality Management
33191,Almudena,Hopewell,1953-06-27,Senior Engineer,Production
33196,Jungsoon,Gist,1952-05-27,Staff,Sales
33205,Matk,Egerstedt,1954-11-08,Senior Engineer,Production
33211,Prodip,DuBourdieux,1954-05-30,Senior Engineer,Development
33216,Zdislav,Thombley,1953-05-02,Senior Staff,Sales
33221,Makato,Demri,1953-07-22,Engineer,Development
33225,Mani,Ranta,1952-06-11,Senior Staff,Marketing
33226,Kenton,Hegner,1952-12-11,Engineer,Development
33244,Genki,Hitomi,1953-12-04,Senior Staff,Research
33255,Alejandra,Straney,1954-01-18,Technique Leader,Development
33257,Duri,Rotem,1954-04-24,Staff,Human Resources
33259,Djelloul,Pietrzykowski,1953-11-19,Senior Staff,Customer Service
33270,Chanjung,Ebeling,1954-05-22,Senior Staff,Sales
33279,Arne,Felder,1954-12-03,Senior Staff,Sales
33288,Hinrich,Fetvedt,1954-03-21,Senior Engineer,Development
33306,Tesuro,Spell,1953-05-02,Assistant Engineer,Production
33309,Kien,Bodoff,1954-02-21,Senior Engineer,Production
33313,Oguz,Staylopatis,1953-02-22,Engineer,Production
33343,Chiradeep,Gunderson,1952-04-07,Senior Staff,Sales
33383,Alois,Luga,1953-06-28,Senior Engineer,Production
33386,Sadok,Eiter,1954-01-30,Senior Engineer,Production
33386,Sadok,Eiter,1954-01-30,Senior Engineer,Development
33402,Leni,Carrere,1954-10-15,Senior Engineer,Development
33408,Shigeo,Denis,1953-07-21,Senior Engineer,Production
33470,Nechama,Potthoff,1953-01-08,Senior Engineer,Production
33470,Nechama,Potthoff,1953-01-08,Senior Engineer,Customer Service
33472,Hsiangchu,Chvatal,1953-08-06,Senior Engineer,Production
33477,Shietung,Ventosa,1953-08-02,Senior Staff,Finance
33494,Limsoon,Gihr,1953-10-03,Senior Engineer,Production
33510,Shaibal,Christ,1954-05-11,Senior Engineer,Development
33530,Toney,Garigliano,1953-01-23,Senior Engineer,Development
33562,Shigenori,Zobel,1954-03-17,Senior Engineer,Development
33563,Sastry,Akazan,1953-01-11,Senior Staff,Human Resources
33579,Guozhong,Eickenmeyer,1952-04-17,Senior Staff,Sales
33591,Sugwoo,Picaronny,1952-04-27,Senior Staff,Customer Service
33619,Brendon,Hardjono,1954-02-04,Engineer,Production
33628,Macha,Ritcey,1952-12-01,Senior Engineer,Production
33628,Macha,Ritcey,1952-12-01,Senior Engineer,Development
33631,Tonny,Ozeri,1954-04-05,Senior Staff,Sales
33648,Giri,Denos,1953-05-30,Senior Engineer,Production
33649,Danil,Peng,1954-10-02,Engineer,Production
33652,Nimmagadda,Bridgland,1952-02-21,Engineer,Quality Management
33675,Wojceich,Lichtman,1954-07-28,Senior Engineer,Development
33675,Wojceich,Lichtman,1954-07-28,Senior Engineer,Research
33696,Danny,Famili,1952-04-04,Engineer,Development
33698,Mohan,Dalton,1954-06-24,Senior Staff,Sales
33702,Selwyn,Nannarelli,1954-04-24,Senior Staff,Human Resources
33736,DeForest,Koyama,1953-11-13,Senior Engineer,Development
33743,Bodh,Junet,1954-09-26,Senior Staff,Customer Service
33768,Karoline,Fontan,1954-03-25,Senior Staff,Customer Service
33784,Alenka,Mandelberg,1952-09-30,Senior Staff,Human Resources
33787,Malu,Kriebel,1954-08-20,Senior Engineer,Development
33799,Kellie,Doering,1954-02-02,Senior Staff,Research
33812,Patricio,Basawa,1954-08-11,Senior Staff,Sales
33852,Marek,Prochazka,1952-12-17,Senior Staff,Sales
33857,Hidefumi,Gulla,1952-02-09,Technique Leader,Production
33871,Vivian,Erdmenger,1952-07-16,Senior Staff,Marketing
33894,Harngdar,Bratten,1953-09-13,Senior Staff,Finance
33907,Jaihie,Kisuki,1954-01-12,Staff,Marketing
33913,Niteen,Binkley,1953-03-10,Senior Staff,Sales
33927,Bezalel,Haumacher,1953-07-30,Senior Engineer,Development
33983,Tesuya,Denis,1952-03-11,Senior Engineer,Production
33991,Zeydy,Makrucki,1954-10-04,Senior Staff,Marketing
33996,Subbu,Olivero,1954-07-20,Senior Staff,Research
33998,Apostol,Polupanov,1954-02-09,Senior Engineer,Development
34006,Perry,Cairo,1952-04-18,Senior Engineer,Production
34013,Gad,Dolinsky,1952-05-30,Engineer,Production
34028,Heejo,Kieras,1954-11-08,Senior Engineer,Production
34028,Heejo,Kieras,1954-11-08,Senior Engineer,Quality Management
34030,Nobuyoshi,Rodiger,1952-10-30,Staff,Sales
34032,Weiwu,Gopalakrishnan,1954-07-09,Engineer,Production
34049,Tadanori,Brookner,1952-07-27,Senior Staff,Sales
34049,Tadanori,Brookner,1952-07-27,Senior Staff,Customer Service
34050,Youjian,Angot,1954-08-09,Senior Staff,Finance
34070,Sivanarayana,Champarnaud,1953-10-31,Senior Engineer,Development
34082,Yechiam,Jakobus,1952-04-06,Engineer,Development
34122,DeForest,Rossi,1952-07-25,Senior Engineer,Quality Management
34129,Takanari,Kolinko,1952-05-12,Senior Engineer,Development
34130,Mahendra,Perry,1952-10-25,Engineer,Development
34143,Gay,Beilner,1954-01-24,Senior Engineer,Development
34150,Leen,Miculan,1952-09-17,Senior Staff,Sales
34151,Guttorm,Reinhard,1954-08-02,Staff,Research
34158,Mohammed,Syrotiuk,1952-11-28,Senior Staff,Sales
34166,Naftali,Rahimi,1952-10-14,Senior Engineer,Development
34176,Waiman,Plessier,1952-11-20,Senior Engineer,Production
34180,Ger,McClure,1954-06-08,Senior Engineer,Production
34180,Ger,McClure,1954-06-08,Senior Engineer,Development
34184,Shiv,Klassen,1954-10-29,Senior Engineer,Development
34207,Pohua,Bernardeschi,1953-04-09,Senior Engineer,Production
34207,Pohua,Bernardeschi,1953-04-09,Senior Engineer,Customer Service
34208,Rosine,Tsunoo,1954-09-29,Senior Engineer,Development
34215,Otilia,Pietrzykowski,1953-02-05,Senior Staff,Sales
34231,Sachar,Emiris,1954-08-14,Senior Engineer,Production
34241,Remco,Ariola,1952-04-11,Senior Staff,Sales
34254,Moon,Marletta,1952-04-16,Senior Engineer,Production
34254,Moon,Marletta,1952-04-16,Senior Engineer,Quality Management
34258,Anestis,Talmor,1953-04-20,Senior Staff,Finance
34268,Soenke,Kitai,1954-01-27,Engineer,Production
34277,Vatsa,Weedman,1952-12-05,Technique Leader,Production
34304,Arvind,Gulik,1953-12-28,Senior Staff,Customer Service
34329,Goo,Bernatsky,1952-11-16,Senior Engineer,Production
34333,Jaihie,Luef,1954-07-01,Senior Staff,Finance
34336,Honesty,Schurmann,1954-08-26,Senior Engineer,Production
34354,Kristen,Acton,1952-04-02,Senior Staff,Marketing
34368,Wonhee,Ranon,1953-06-02,Senior Staff,Research
34385,Maja,Walston,1954-12-31,Engineer,Production
34401,Uno,Lanteri,1953-03-08,Senior Engineer,Production
34406,Yefim,Mitsuhashi,1953-03-08,Senior Staff,Sales
34489,Yaghout,Krychniak,1952-09-25,Senior Staff,Human Resources
34522,Sibyl,Rijckaert,1952-05-29,Senior Engineer,Production
34522,Sibyl,Rijckaert,1952-05-29,Senior Engineer,Customer Service
34536,Danil,Narahari,1952-11-19,Senior Engineer,Development
34538,Pranjal,Rossi,1954-03-21,Senior Engineer,Development
34550,Szabolcs,Borstler,1952-02-05,Senior Staff,Marketing
34564,Shao,Suomi,1953-08-19,Technique Leader,Production
34578,Jahangir,Baaz,1953-11-21,Technique Leader,Development
34584,Uzi,Chartres,1953-02-01,Senior Staff,Finance
34587,Duri,Perna,1954-04-24,Senior Engineer,Production
34597,Jouko,Bolotov,1952-06-30,Senior Staff,Sales
34599,Insup,Peltason,1954-06-11,Senior Engineer,Quality Management
34602,Garnet,Flasterstein,1952-05-30,Senior Engineer,Production
34610,Xinan,Ranum,1953-12-09,Engineer,Production
34610,Xinan,Ranum,1953-12-09,Engineer,Customer Service
34630,Xiaoshan,Whittlesey,1953-09-10,Senior Staff,Marketing
34632,Licheng,Clouatre,1953-03-05,Senior Engineer,Development
34641,Cathie,Jervis,1952-02-15,Senior Engineer,Production
34647,Kerryn,Tiemann,1952-05-26,Senior Engineer,Development
34651,Youngkon,Leaver,1953-07-03,Senior Staff,Research
34661,Kiyokazu,Burnard,1953-11-05,Engineer,Production
34670,Mihalis,Diderrich,1952-08-07,Senior Engineer,Development
34690,Beshir,Litzkow,1952-02-26,Senior Engineer,Development
34704,Jaques,Usery,1954-11-26,Engineer,Production
34709,Anneli,Kragelund,1952-11-01,Senior Staff,Customer Service
34730,Jiong,Terwilliger,1953-04-14,Senior Staff,Customer Service
34759,Youngkon,Petersohn,1954-07-04,Senior Engineer,Production
34790,Uma,Krohn,1953-12-13,Senior Staff,Human Resources
34805,Marek,Siksek,1953-02-22,Senior Engineer,Development
34814,Rajmohan,Tsukune,1954-02-27,Senior Staff,Marketing
34839,Henk,Kermarrec,1954-10-12,Senior Staff,Sales
34873,Ingmar,Ruemmler,1952-09-29,Senior Engineer,Production
34882,Christophe,Suppi,1954-03-10,Senior Staff,Research
34928,Anwar,Flexer,1954-04-11,Senior Engineer,Development
34938,Macha,Penz,1952-06-17,Engineer,Quality Management
34947,Mario,Perfilyeva,1952-12-12,Senior Staff,Research
34960,Vasilis,Luga,1954-06-19,Senior Staff,Sales
34960,Vasilis,Luga,1954-06-19,Senior Staff,Customer Service
34961,Uno,Dolinsky,1954-08-19,Staff,Sales
34987,Rosella,Ariola,1954-01-11,Engineer,Production
34996,Chinhyun,Butner,1952-10-17,Senior Engineer,Production
34999,Shim,Narwekar,1953-04-11,Senior Engineer,Development
35011,Charmane,Vernadat,1954-05-20,Senior Staff,Marketing
35016,Dinah,Awdeh,1954-03-13,Engineer,Development
35031,Horward,Pearson,1954-01-04,Senior Engineer,Quality Management
35046,Sachem,Luders,1954-02-26,Senior Staff,Sales
35059,Vitaly,Flasterstein,1952-03-07,Engineer,Development
35070,Kirk,Masada,1954-03-19,Senior Engineer,Development
35085,Chandrasekaran,Goldhammer,1954-07-09,Senior Staff,Finance
35089,Paris,Lanzelotte,1954-11-25,Senior Engineer,Development
35093,Sverrir,Mateescu,1954-10-22,Senior Staff,Marketing
35096,Gaetan,Olivero,1954-02-13,Senior Engineer,Development
35110,Reinhold,Speckmann,1953-03-29,Senior Engineer,Production
35110,Reinhold,Speckmann,1953-03-29,Senior Engineer,Customer Service
35138,Susuma,Boreale,1952-10-04,Senior Engineer,Development
35158,Anestis,Pramanik,1954-07-13,Engineer,Quality Management
35159,Mohammad,Demke,1953-07-04,Staff,Production
35159,Mohammad,Demke,1953-07-04,Staff,Research
35216,Aleksander,Karnin,1952-09-13,Technique Leader,Production
35226,Byong,Felcyn,1953-02-19,Senior Engineer,Development
35256,Wojceich,McDermid,1952-10-16,Senior Staff,Marketing
35273,Zsolt,Mitsuhashi,1954-12-14,Senior Staff,Marketing
35273,Zsolt,Mitsuhashi,1954-12-14,Senior Staff,Sales
35287,Yucel,Conta,1954-05-05,Senior Staff,Customer Service
35298,Houman,Esteva,1953-12-12,Engineer,Quality Management
35331,Basim,Ghazalie,1953-01-15,Senior Engineer,Production
35333,Hideyuki,Veldwijk,1954-04-26,Senior Engineer,Quality Management
35363,Odoardo,England,1952-10-02,Senior Staff,Human Resources
35365,Divier,Quadeer,1953-02-08,Senior Staff,Customer Service
35371,Arup,Chleq,1954-07-05,Senior Engineer,Development
35416,Heather,Wroclawski,1952-05-31,Senior Staff,Customer Service
35418,Mircea,Unni,1952-09-27,Senior Staff,Marketing
35423,Moss,Caine,1954-06-04,Senior Engineer,Development
35425,Hinrich,Desikan,1953-05-01,Senior Engineer,Development
35429,Cathie,Ducloy,1954-11-18,Senior Engineer,Production
35440,Paloma,Xiaoshan,1953-10-20,Senior Engineer,Production
35470,Satoru,Ranai,1954-02-21,Senior Engineer,Development
35476,Frederique,Heinisuo,1953-04-07,Senior Staff,Sales
35476,Frederique,Heinisuo,1953-04-07,Senior Staff,Customer Service
35484,Jeane,Gire,1953-08-02,Engineer,Production
35495,Monique,Lichtner,1954-12-28,Technique Leader,Production
35501,Gretta,Scharstein,1952-08-14,Engineer,Development
35510,JoAnne,Merks,1953-11-20,Senior Engineer,Production
35550,Van,Hutton,1953-07-03,Senior Staff,Marketing
35550,Van,Hutton,1953-07-03,Senior Staff,Sales
35552,Sungwon,Cangellaris,1953-05-17,Senior Engineer,Development
35554,Aran,Bahl,1952-09-14,Senior Staff,Human Resources
35557,Rosalyn,Cooman,1954-06-29,Senior Engineer,Production
35558,Kshitij,Staudhammer,1953-06-08,Senior Staff,Sales
35567,Sorina,Menhardt,1954-05-31,Senior Engineer,Production
35589,Kyoichi,Trystram,1952-02-19,Senior Engineer,Development
35610,Aruna,Kornyak,1953-11-14,Senior Staff,Finance
35618,Arie,Auyong,1953-09-18,Senior Engineer,Development
35626,Yishay,Axelband,1953-02-23,Senior Engineer,Development
35640,Chriss,Lanphier,1954-10-03,Senior Engineer,Production
35648,Dharmaraja,Schaaf,1954-02-25,Senior Staff,Human Resources
35666,Munehiko,Narwekar,1954-09-14,Senior Engineer,Production
35681,Luise,Roisin,1952-06-03,Senior Engineer,Production
35681,Luise,Roisin,1952-06-03,Senior Engineer,Customer Service
35706,Gererd,Schwabacher,1954-06-18,Engineer,Development
35736,Tonny,Pargas,1954-11-06,Senior Engineer,Development
35776,Martien,Fujisaki,1953-11-19,Senior Engineer,Production
35780,Duro,Tyugu,1954-01-25,Senior Staff,Sales
35788,Weiyi,Burnard,1953-10-31,Senior Staff,Research
35790,Barry,Ramsey,1952-09-18,Senior Engineer,Quality Management
35827,Kazuhisa,Azumi,1954-07-05,Senior Staff,Finance
35830,Magy,McFarlan,1953-07-05,Senior Engineer,Development
35832,Elzbieta,Smeets,1953-07-07,Technique Leader,Production
35860,Conrado,Zschoche,1953-12-21,Senior Engineer,Development
35865,Claudi,Fujisaki,1954-02-05,Senior Engineer,Development
35882,Sushant,Hambrick,1952-03-12,Senior Engineer,Production
35887,Heather,Wrigley,1953-07-11,Senior Engineer,Production
35892,Ghassan,Olivero,1952-12-08,Senior Staff,Research
35902,Mayuko,Christ,1954-05-12,Engineer,Production
35916,Wonhee,Talmon,1953-08-15,Senior Engineer,Development
35919,Doowon,Jervis,1953-01-27,Senior Staff,Marketing
35939,Hiroyasu,Demri,1952-04-09,Senior Staff,Sales
35960,Adam,Danlos,1953-03-05,Senior Staff,Sales
35983,Shigehiro,Plavsic,1952-08-07,Senior Staff,Finance
35994,Ibibia,Conia,1953-06-21,Senior Engineer,Production
36000,Weidon,Genin,1953-06-21,Senior Engineer,Production
36000,Weidon,Genin,1953-06-21,Senior Engineer,Customer Service
36023,Uma,Picaronny,1953-10-26,Senior Engineer,Production
36032,Mikhail,Luck,1952-04-30,Senior Staff,Sales
36043,Fai,Rubsam,1952-12-12,Senior Staff,Finance
36048,Isaac,Marrakchi,1952-04-01,Senior Engineer,Development
36073,Shirish,Gire,1954-03-18,Senior Staff,Sales
36080,Sachar,Grabner,1952-10-09,Senior Staff,Human Resources
36088,Conor,Gajiwala,1952-06-04,Senior Staff,Human Resources
36109,Masaki,Farrag,1954-11-21,Senior Engineer,Development
36131,Theron,Badache,1954-11-07,Senior Engineer,Production
36147,Richard,Syrotiuk,1953-05-13,Senior Staff,Marketing
36173,Rance,Takkinen,1953-04-09,Senior Engineer,Production
36197,Adamantios,Eppinger,1952-11-18,Senior Staff,Customer Service
36223,Fuqing,Cooley,1952-07-06,Senior Engineer,Production
36230,Khatoun,Borovoy,1952-06-27,Senior Staff,Customer Service
36235,Rajmohan,Rebaine,1952-11-16,Senior Engineer,Quality Management
36246,Kaijung,Cummings,1954-10-15,Senior Engineer,Development
36272,Valeri,Alencar,1953-02-20,Senior Engineer,Production
36309,Shawna,Badr,1953-08-19,Senior Engineer,Production
36311,Jahangir,Burnard,1954-12-26,Senior Staff,Finance
36340,Xiaoqiu,Speek,1954-06-20,Senior Engineer,Development
36349,Aloys,Ladret,1954-12-15,Staff,Marketing
36355,Aleksandar,Alblas,1954-10-24,Senior Engineer,Development
36368,Shaibal,Farris,1954-06-07,Senior Engineer,Production
36410,Navin,Steenbeek,1954-06-23,Senior Staff,Sales
36412,Abdulah,Senzako,1954-11-04,Senior Staff,Research
36428,Izaskun,Verhaegen,1953-02-11,Senior Staff,Human Resources
36463,Chanjung,Burnard,1954-09-25,Staff,Marketing
36516,Qiwen,Piazza,1954-08-17,Senior Engineer,Development
36525,Dinkar,Aseltine,1954-08-22,Senior Engineer,Development
36529,Toong,Bage,1952-08-19,Staff,Finance
36536,Alair,Miara,1953-09-05,Engineer,Production
36537,Adin,Kawashima,1953-06-11,Senior Engineer,Development
36555,Takahiro,Rothenberg,1953-07-31,Senior Staff,Marketing
36555,Takahiro,Rothenberg,1953-07-31,Senior Staff,Sales
36573,Xuedong,Lakshmanan,1954-10-23,Senior Engineer,Production
36591,Heeju,Goodrum,1953-10-28,Senior Staff,Sales
36599,Genevieve,Munck,1953-03-15,Senior Engineer,Development
36603,Heon,Unno,1952-03-01,Senior Engineer,Production
36603,Heon,Unno,1952-03-01,Senior Engineer,Customer Service
36617,Xiaobin,Sullins,1953-12-22,Senior Engineer,Development
36620,Arno,Itzigehl,1954-04-29,Senior Staff,Sales
36622,Ashish,Rubsam,1954-09-25,Senior Engineer,Quality Management
36625,Tetsushi,Unni,1953-03-14,Staff,Human Resources
36660,Uli,Potthoff,1953-08-05,Senior Staff,Customer Service
36688,Cristinel,Mateescu,1952-03-30,Senior Engineer,Development
36692,Bedir,Guerreiro,1954-05-13,Technique Leader,Development
36698,Aksel,Shackel,1952-06-25,Senior Staff,Marketing
36698,Aksel,Shackel,1952-06-25,Senior Staff,Sales
36705,Zissis,Berztiss,1954-04-26,Senior Engineer,Development
36709,Tsuneo,Hettesheimer,1953-05-21,Engineer,Development
36718,Amabile,Walston,1952-12-21,Senior Engineer,Production
36722,Samphel,Zirintsis,1954-03-11,Technique Leader,Production
36727,Zhaofang,Greibach,1953-03-23,Senior Engineer,Development
36738,Valeri,Haddadi,1952-03-12,Senior Staff,Customer Service
36760,Fumiyo,Norsworthy,1953-04-30,Senior Engineer,Development
36761,Zeljko,Hinsberger,1954-09-27,Senior Engineer,Development
36783,Gro,Bugrara,1952-06-19,Staff,Human Resources
36795,Nidapan,Einsfeld,1953-11-07,Senior Staff,Sales
36810,Fox,Schach,1952-08-21,Senior Staff,Finance
36819,Tadahiro,Parveen,1952-12-13,Senior Staff,Sales
36859,Lalit,Delgrande,1952-07-01,Senior Engineer,Development
36870,Jianhao,Luff,1952-10-21,Senior Engineer,Development
36880,Dzung,Setlzner,1954-09-19,Senior Staff,Sales
36880,Dzung,Setlzner,1954-09-19,Senior Staff,Customer Service
36906,Anoosh,Kornyak,1953-12-09,Senior Engineer,Production
36916,Aleksandar,Danlos,1954-09-26,Senior Staff,Human Resources
36917,Kolar,Karunanithi,1953-08-07,Senior Engineer,Development
36918,Howell,Shimshoni,1954-10-31,Senior Engineer,Production
36918,Howell,Shimshoni,1954-10-31,Senior Engineer,Development
36923,Parviz,Jeong,1953-08-28,Senior Engineer,Quality Management
36930,Sadegh,Vasanthakumar,1953-11-02,Senior Engineer,Development
36949,Xuejun,Schaad,1954-10-01,Staff,Customer Service
36951,Caolyn,Hoppenstand,1954-08-08,Senior Engineer,Production
36959,Morrie,Jenevein,1952-12-11,Senior Staff,Customer Service
36961,Qiwen,Thorelli,1954-07-28,Senior Engineer,Production
36965,Yechiam,Munch,1953-01-07,Senior Engineer,Development
36967,Shigehiro,Kuzuoka,1952-07-30,Senior Staff,Research
36968,Shin,Siprelle,1952-07-21,Staff,Sales
36986,Fabrizio,Lalonde,1952-05-04,Senior Engineer,Production
36987,Brigham,Erde,1954-04-06,Senior Staff,Sales
36999,Arunas,Range,1952-10-29,Senior Staff,Research
37006,Steve,Staelin,1954-05-29,Senior Staff,Customer Service
37023,Shiv,Flasterstein,1953-11-26,Senior Engineer,Production
37039,Dinah,Diderrich,1952-11-02,Engineer,Production
37048,Fai,Eldridge,1954-11-05,Senior Engineer,Development
37060,Somnath,Morrey,1952-10-11,Senior Staff,Research
37066,Moie,Himler,1953-11-28,Staff,Human Resources
37068,Xiaoqiang,Delgrande,1952-04-01,Senior Staff,Sales
37082,Munehiro,Zastre,1953-08-07,Senior Engineer,Development
37100,Jaber,Waeselynck,1952-12-22,Senior Engineer,Development
37101,Jaewon,Pappas,1954-06-21,Senior Staff,Sales
37103,Kazuhira,Pileggi,1954-11-28,Senior Engineer,Development
37117,Fumiko,Munoz,1953-11-01,Assistant Engineer,Production
37120,Kasidit,Masada,1952-12-19,Senior Engineer,Development
37141,Zhigen,Meriste,1954-02-01,Senior Staff,Customer Service
37151,Leaf,Biros,1954-03-17,Senior Engineer,Development
37164,Fuqing,Coney,1954-06-12,Senior Engineer,Production
37166,Xiaobin,Pfau,1954-01-30,Senior Engineer,Production
37171,Nathalie,Lorys,1953-12-12,Senior Engineer,Development
37179,Khun,Eterovic,1952-06-20,Senior Staff,Human Resources
37186,Maha,Feinberg,1953-02-08,Senior Staff,Research
37231,Vidya,Leonhardt,1952-09-27,Senior Staff,Finance
37231,Vidya,Leonhardt,1952-09-27,Senior Staff,Sales
